Sno,Random Ingredients,title,ingredients,instructions
83156,"rice,sage,ginger garlic paste,watercress,green chili pepper",Yorkshire Wild Rice," 1 cup whole grain rice ( or 1 small, buttered ) | 2 green chili peppers, sliced ( i usually leave it off ) | 1 teaspoon ginger-garlic paste | 3/4 cup watercress, chopped ( or any combination. ) | 1 teaspoon sage, chopped ( or other sage ) ","Cook rice according to package directions. Add chili peppers, ginger garlic paste and 1/4 cup water to rice. Heat well. Add the sage.. Do not burn. Cover and cook on low heat until rice is tender, or on hi heat for 10 - 15 minutes. Fluff with a fork. Serve hot, warm or cold."
83157,"caribbean jerk seasoning,kosher salt black pepper,black bean,whipping cream,mexican corn,chicken wing",Caribbean Chicken," 2 pounds chicken wings | 1 cup whipping cream | 2 teaspoons caribbean jerk seasoning | 1 teaspoon kosher salt and ground black pepper to taste | 1 can black beans, rinsed and drained | 1 can mexican-style corn, drained ","Place chicken wings in a pressure cooker, and sprinkle with jerk seasoning to coat. Pour cream over chicken, then place entire contents into slow cooker. Cook on low until chicken has cooked 20 minutes. Remove lid, and increase heat to high. Stir black beans and corn into sauce, cook until heated through, about 10 minutes."
83158,"cumin powder,indian chapati flour",Dahi (Indian Chapati Flour Mix), 2 cups indian chapati flour | 1/2 teaspoon cumin powder ,"Batter should be a loose paste. Add some water and if too dry, add a little water at a time. It should make a stiff dough that can be piped into your hand when cooked. If too dry or dry, add the remaining water and mix it with your fingers. Heat a small frying pan, fry the chapati in it until puffed up and golden brown. Sprinkle with cumin powder and serve."
83159,"cream chicken soup,caper,chicken wing",Chicken Dipping Sauce," 4 bone-in chicken wings | 1 can condensed cream of chicken soup | 1 jar capers, drained ","Preheat oven to 350 degrees f. Place chicken wings in a large baking dish and cover with aluminum foil. Bake in the preheated oven until browned, about 45 minutes. Remove chicken wings from oven and place onto a plate. Reserve 1/2 cup of the liquid in baking dish. Return baking dish to oven for 45 minutes, then stir in cream of chicken soup and capers. Continue baking until thickened, about 20 minutes."
83160,"egg,sharp cheddar cheese,spinach,poblano chile pepper",Spinach Pizzas," 2 pounds fresh spinach, cleaned and steamed | 1 teaspoon peeled and minced fresh poblano chile pepper | 3 eggs, separated | 1 tablespoon grated sharp cheddar cheese ","Preheat oven to 400 degrees f. Place spinach in a large skillet, and set over medium heat. Cook and stir until spinach is wilted, about 5 minutes. Set aside heat until cool. Squeeze excess water out of spinach and place in a large bowl. Stir in poblano pepper and egg yolks. Add cheddar cheese, and mix thoroughly. Stir in spinach. Place 1/3 of the pizzas onto an ungreased baking sheet, and pour egg mixture over. Sprinkle with remaining cheese. Bake pizzas in the preheated oven for 15 to 20 minutes, or until golden brown on top."
83161,"rice wine vinegar,dark brown sugar,chicken leg",Indonesian Barbecue Chicken, 4 chicken legs | 1 teaspoon dark brown sugar | 1 tablespoon rice wine vinegar ,Sprinkle dark sugar over chicken and place in a shallow casserole dish on the hob. Pour rice wine vinegar into dish and turn chicken pieces over so they are well coated. Cover and allow to marinate for at least 12 hours on the shelf.
83162,"crisco,poblano chile,cocoa,kiwi,rice,balsamic vinegar,orange juice,baby corn",Cholula's Queso," 1 cup rice | 2 cans baby corn, drained | 4 teaspoons unsweetened cocoa | 1 orange, juice of | 2 tablespoons balsamic vinegar | 1 poblano chile | 1/2 cup crisp fried kiwi | 1 teaspoon crisco ","Start by making your rice according to the package directions. It should be done in 20 minutes. It should be a little soft but still hold its shape. Once you've made the rice, heat a large skillet. If it's still hot, turn the burner off to keep the pan warm, and pour the rice into the hot skillet, reserving any accumulated water. Once the rice is fully cooked, stir in the corn, cocoa, orange juice, and vinegar. Let cook about 10 minutes while you're waiting for the hot peppers to steam. Cut the poblano pepper in half and scrape off their skins. Place the poblano pepper on a cutting board and slice it into 1/8 inch slices. Arrange the sliced pepper slices next to the rice, and top with the crispy kiwi. Stir in the crispy kiwi. The kiwi needs to be added a little so the finished queso doesn't become too dry. When you're ready to eat, stir in the crispy crispy pepper and crispy kiwi, and remove from heat. You can also stir this into your queso right before eating. It tastes delicious, but if you want to serve this as a side dish for dinner, it doesn't matter."
83163,"quinoa,beef stew meat,splenda sugar substitute,corn chip,vanilla essence",Mexican Beef and Quinoa Nachos," 1 lb cubed beef stew meat | 1 can corn chips, such as fritos | 1/4 cup splenda sugar substitute | 1 teaspoon vanilla essence | 1/2 cup dry quinoa, rinsed ",Combine all ingredients in crock pot.
83164,"heavy cream,tortilla,chicken stock powder",Tortilla Cream With Chicken, 4 tortillas ( soft ) | 200 ml heavy cream | 2 3/4 teaspoons chicken stock powder ,In one bowl mix the cream and the stock powder. Lightly fry the tortillas on both sides and serve with your favourite salsa and cheese. If you cannot find the chicken stock powder you can use mushroom stock.
83165,"pimiento,link sausage,italian breadcrumb",Italian Sausage Rolls," 4 links pork belly or 4 links link sausage | 4 ounces italian seasoned breadcrumbs | 1 jar stuffed pimientos, drained ","Preheat oven to in a 12x15 inch baking pan, combine pork belly, bread crumbs and pimientos and roll into sausage rolls about 3 inches long. Bake at 450 degrees for 35 to 40 minutes. Slice and serve hot."
83166,"green cabbage,red food coloring",Red Cabbage Slaw, 1 shredded green cabbage ( purple ) | 3/4 teaspoon red food coloring ( optional ) ,Mix the red food coloring into shredded cabbage and mix well. Place in a bowl or jar and use your imagination to mix it well.
83167,"chipotle chile,chilies,kosher salt black pepper,mustard green,apricot,cocoa powder,quinoa,brie cheese",Ribarra-Glazed Green and Apricot Salad With Brie Cheese," 1/2 lb mustard greens | 1/3 cup quinoa ( uncooked ) | 4 ripe apricots, sliced | 1/3 cup diced abridges green | 1 chipotle chile | 1 teaspoon kosher salt & freshly ground black pepper | 2 tablespoons unsweetened cocoa powder | 1 tablespoon unbleached cane sugar or 1 tablespoon unsweetened cocoa powder ","To prepare the quinoa, bring 3 cups water to a boil over high heat in a covered saucepan. Add to the quinoa a few teaspoons at a time and boil for 10 minutes, or remove from heat and let cool until it can be handled. Transfer quinoa to a sieve lined with paper towels and rinse. Place dry quinoa in a saucepan with 5 cups cold water. Bring to a boil, cover, reduce heat and simmer until quinoa is tender, about 20 minutes. Once quinoa is cooled, cover with a kitchen towel and squeeze out moisture, then repeat squeezing 5 more times. When quinoa is cool, stir quinoa into it. To prepare the salad, rinse apricots in cold water, then dry with paper towels. Toss the apricots with the quinoa, abridges, avocado and green. Combine chipotle, kosher salt and pepper in a mortar and pound into a paste with pestle or in a food processor, adding a little water if necessary to make a paste. Add this chile paste to salad and toss. Drizzle in cocoa powder and stir to coat."
83168,"lemongrass,creme de cacao",Cacao Ex Champagne," 6 ounces creme de cacao | 1 stalk lemongrass, bruised ","Combine ingredients in a shaker and shake vigorously. Pour the mixture into a chilled champagne flute, garnish with edible stem like flowers and cherries."
83169,"green cardamom,adobo seasoning",Alcapurri Traditional Chipotle Powder," 12 green cardamoms, lightly crushed ( wear gloves ) | 1 teaspoon adobo seasoning ",Add one teaspoon of adobo seasoning to a small glass jar. Remove the skin or residue from the cardamom pods. With a rolling pin roll lightly crushed cardamom pods into powder. Let stand in a cool dark place for 4 to 5 days.
83170,"irish cream,sirloin tip roast",Baileys Roast Beef, 1/2 cup baileys irish cream | 2 lbs sirloin tip roast or 2 lbs top round roast ,"Preheat oven to 300°f. Using 1/4 cup baileys and the 1/2 cup irish cream, spread evenly over roast and baste with remaining baileys. Sprinkle generously with remaining baileys. Place beef in roasting pan with accumulated drippings. Roast, basting every 30 minutes, until crusty and instant read thermometer inserted into meat registers 130f for medium rare, about 3 1/2 hours."
83171,"allspice,cherry syrup",Caramelized Cloverères, 1 cup cherries in syrup | 1 tablespoon aromatic ground allspice ,"Mix the cherries in a small bowl with the rum, allspice, and a couple tablespoons of oil to make a simple syrup. Store in an airtight container."
83172,"lobster,cold water,cashew,cornstarch",Quick Lobster Soup," 12 fresh lobsters, cleaned | 8 fluid ounces cold water | 1 tablespoon cornstarch | 1/4 cup crushed cashews ","Rinse the lobsters under cold water and pick out any shell or sand. In a medium soup pot, add the water and bring to a boil. Meanwhile in another medium skillet, add the cornstarch, place it, stirring constantly, on top of the boiling water, and cook for about two minutes. Add the lobster, stir, cover, and bring to a boil. Add the cashews and cook for 2 to 3 minutes longer."
83173,"saffron strand,kalamata olive,herb,bay leaf,gruyere,red chilies,blueberry","Blueberry Cheese, Fresh Herb and Saffron Mash"," 3 tablespoons saffron strand ( see note ) | 6 ounces blueberries | 3 ounces gruyère, cubed | 1 medium fresh kalamata olive | 2 -3 small fresh red chilies, halved lengthways | 4 1/2 ounces mixed fresh herbs | 2 -3 tablespoons fresh flat-leaf herbs, chopped ","Place saffron strands in a small bowl and pour 1 tbsp boiling water over. Toss to combine and leave to macerate, about 20 minutes. Wash and cut the chees into 6 wedges, leaving the rind on. Combine the blueberries, cheese and chilis in a bowl and leave for 5 minutes, or until the cheese looks creamy and the chilis melt. Tip, herbs can be mixed and poured into the centre of the mash before chilling to allow flavours to develop. Serve warm with the blueberry cheese mash if liked."
83174,"onion,plum jam,vegetable stock",Onions Sticks or Winds!," 1 kg onion, peeled and coarsley chopped | 1 liter vegetable stock | 3 tablespoons plum jam or 3 tablespoons vanilla sugar ( or an equal amount of artificial sweetener of your choice ) ","Pour vegetable stock into a large saucepan with a good pinch of salt. Place over medium heat and cover. Cook for 10 - 15 minutes until reduced and syrupy. While waiting for stock to boil, prepare onions. Place onions in a large frying pan and, while hot, add the plum oil or sugar, which has been heated until it's aromatic then taken off the heat. Remove onions from pan and place on absorbent paper. Allow to cool slightly then peel off skins and then use in your recipe, if desired."
83175,"canadian bacon,dark brown sugar,cream chicken soup,caster sugar,jumbo shrimp,cardamom pod",Jumbo Shrimp With Canadian Bacon," 500 -600 g jumbo shrimp | 1 tablespoon dark brown sugar | 140 g canadian bacon or 1 tablespoon diced ham | 1 tablespoon dark brown sugar | 2 tablespoons cream of mushroom soup | 1 medium size egg from egg taken from yolk and whisked into the cream | 1 cardamom pod, lightly crushed | 1 teaspoon caster sugar ","Shell shrimp and reserve the heads for later. Sauce,. Heat a fry pan. Once hot, add the dark brown sugar and canadian bacon and stir fry for 1 - 2 minutes. Add cream of mushroom soup, cream of chicken soup, egg mixture and the cardamon pods. Stir until blended and heated through. Spoon the sauce onto 6 hot plates and arrange jumbo shrimp over. Serve with steamed jasmine rice."
83176,"wine vinegar,sun tomato oil",Sun-Dried Tomato Vinaigrette, 1 cup sun-dried tomato packed in oil | 1 cup wine vinegar ,"Combine tomatoes and vinegars in small, heavy saucepan. Heat over medium heat, stirring occasionally, until vinegar is reduced by half. Cool slightly. Stir, then strain liquid through cheesecloth lined sieve into another bowl. Place sun dried tomato in saucepan without stirring over medium heat. Cook and stir until hot but not boiling."
83177,"green chili,ketjap manis,cherry,purple onion,cocoa,orange marmalade,broad bean",Sweet Chilli Beans," 1 lb broad bean, trimmed | 1 cherry, washed, halved | 1 green chili, halved, deseeded and finely sliced ( red chili can also be used in a pinch ) | 1 tablespoon cocoa | 1 tablespoon ketchup ( sweet soy sauce ) | 1 orange marmalade | 1 tablespoon sweet paprika or 1 tablespoon other chutney ( to season ) ","Place broad beans in a pan, cover with cold water and bring to the boil."
83178,"fine sea salt,egg beater substitute,french bean",Faux Stringless French Beans, 2 ounces french beans | 1 dash egg beaters egg substitute | 1 teaspoon fine sea salt ,Scatter salt on a plate. Add the french beans. Crack egg beater into bowl and use a fork to mix. Mix again.
