Sno,Random Ingredients,title,ingredients,instructions
42951,"beet,sirloin beef,red currant jelly,lime wedge,pork shoulder",Bite Jugo (Pork Stew)," 1 boneless pork shoulder, cut into 1 inch cubes | 1/2 lb boneless pork shoulder, cut into 1 inch cubes | 1 jar red currant jelly | 1 jar pickled beets, drained | 1 lime wedge, for squeezing on the sandwich roll ","Preheat the oven to 300 degrees. Place the pork in a large, heavy baking pan. Add cold water to cover the pork entirely, and soak the meat for at least 4 hours in the refrigerator. Remove any remaining bone, shred the meat, and set aside. Arrange 1 inch of rehvedgeed beef over the pork drippings in the pan. Pour in the jelly and stir well. Arrange the beet slices around the meat in a decorative pattern, sprinkle with lime, and cover. Bake at 300 degrees for 3 - 5 hours and turn once or twice. Serve hot with sandwiches of your choice."
42952,"cream chicken soup,vanilla essence,curry powder",Curried Cream of Chicken, 2 cans cream of chicken soup | 1 teaspoon curry powder | 1 teaspoon vanilla essence ,Empty cream of chicken soup into a large bowl. Mix all the other spices and spread these over the cream of chicken soup. Cover with plastic wrap and leave in the fridge for at least 2 hours. Serve with rice.
42953,"pesto sauce,red chili paste,baby green,mexican cheese,turmeric powder,squash,sugar",Spicy Pesto Squash," 750 g squash, cut into medium cubes | 1 teaspoon turmeric powder | 1/2 - 1 teaspoon red chili paste | 10 -15 leaves baby greens | 100 g mexican cheese, grated | 1 tablespoon pesto sauce | sugar or artificial sweetener, to taste ",Peel squash and cut into medium sized cubes. Sprinkle turmeric on squash. Place 1/3 of the squash in an oven dish and cover with about 1/3 of the pesto. Repeat twice. Place all of the remaining squash in with the remaining pesto. Spread pesto over squash. Sprinkle cheese evenly on top and cover with aluminium foil or a lid of aluminium foil. Place in oven for 15 - 20 minutes. Remove from oven and let sit for 5 minutes to set cheese.
42954,"beef broth,corn tortilla",Guisado, 2 corn tortillas | 1 jar thick'n chunky beef broth ,"Wear disposable gloves. Wrap a tortilla tightly in plastic wrap and place on a plate in the freezer for about 30 minutes. When it's slippy, unwrap the wrap and, invert the plate. Remove the tortilla, then cut into 1 inch pieces."
42955,"green onion,onion powder,pork tenderloin,french onion soup,chile powder,salmon fillet",Salmon Terrine With Curried Onions and Chiles," 2 salmon fillets | 2 pork tenderloin | 2 cans french onion soup | 1 teaspoon onion powder | 1 teaspoon chile powder | 1 green onion, sliced ","Preheat oven to 375 degrees. Place salmon and pork tenderloins on a rack in a 9x13 inch pan. Bake 12 - 15 minutes until browned and internal temperature reaches 165 degrees. Cool fish and pork on a wire rack. Remove fat from pan juices. In a saucepan over low heat, combine the french onion soup, onion powder, chile powder, green onion and about 4 1/2 tablespoons of hot water. Bring to a boil and cook 3 min while constantly stirring for 2 minutes. Pour soup mixture over fish and bake until salmon is just cooked and the sauce thickens slightly, about 25 - 30 minutes. Serve warm or refrigerate for up to 2 days."
42956,"extra virgin olive oil,turkey",Oven Roasted Turkey, 5 lbs turkey | 2 1/2 tablespoons extra virgin olive oil ,"Preheat oven to 350°f. Rinse turkey under cold, running water. Pat dry and season with salt and pepper. Insert meat thermometer to the thick part of the thigh. Heat the oil in a roasting pan to 375°f. Insert thermometer into cavity of turkey. Place turkey in roasting pan. Tent breast and legs together with aluminum foil. If oven doesn't fit, make a tent of foil to keep turkey snugly in pan. Roast turkey, uncovered in centre of oven for 30 minutes. Remove foil. Continue to roast, uncovered, until thermometer reads 165f, about 2 1/2 hours longer. Cool turkey completely before slicing."
42957,"apricot jam,eggplant,cayenne,picante sauce",Eggplant & Apricot Salad, 1 medium eggplant | 1/4 cup apricot jam | 3 tablespoons picante sauce | 1/4 teaspoon cayenne ( or to taste ) ,"Cut stem end off the eggplant, & remove the peel. Slice eggplant into thick slivers. Place in a bowl & cover with boiling water. Let sit for 5 minutes & drain. Let cool. Combine jam & picante sauce in a small bowl. Spoon over the eggplant. Season to taste with cayenne, if desired."
42958,"heavy cream,cider vinegar,lemon juice,limeade concentrate,ham,red radish,fruit,pancetta",Barcelona-Style Ham Salad," 5 cups diced ham | 1 can sweetened condensed cream of celery soup ( reduced fat ) | 1/2 medium lemon, juice of, fresh | 3 tablespoons cider vinegar | 1 can frozen limeade concentrate | 3/4 lb pancetta, diced ( optional ) | 1/2 head red radish, sliced ( optional ) | 1 ripe fruit, sliced ( optional ) ",Mix all ingredients together except pancetta and radishes. You may serve over greens or serve in small pita bread slices on a cold winter's night.
42959,"tamarind paste,granny smith apple",Tamarind Mould (Applesmice Pudding)," 225 g granny smith apples, unsweetened | 1 tablespoon tamarind paste ","Peel, core and chop apples. Put them in a small saucepan and add the juice from the tamarind pods and 2 - ½ cups of cold water. Simmer for 10 minutes. Discard tamarind pulp. Remove from heat and add the chopped apples. Cover and leave for 5 minutes. Set aside. Put in an ovenproof dish. Cover with cold water. Cook in a preheated oven at 180° c/350° 375°f/ gas mark 6 for 30 minutes. Take out and leave to stand for at least 6 hours."
42960,"canola oil,beef bouillon granule,zucchini,chili garlic sauce,garlic clove,champagne,vanilla bean,oyster",Chilled Beef with Zucchini," 2 tablespoons canola oil or 2 tablespoons grapeseed oil | 1 garlic clove, peeled and sliced | 1 lb zucchini, halved lengthwise then cut crosswise into long strips | 1/4 teaspoon beef bouillon granules | 2/3 cup champagne | 1/2 teaspoon mild chili-garlic sauce | 1/4 cup oyster, drained | vanilla bean ( optional ) | fresh seaweed, sliced ( optional ) or berries ( optional ) ","Heat oil in a large skillet or saute pan. Add garlic. Remove from heat and keep warm. Place zucchini in a large bowl. Sprinkle with bouillon and pour half of marinade over zucchini. Let sit 30 minutes. Drain off remaining marinade mixture. Place zucchini on a plate or platter and keep warm while you prepare the rest of the meal. Boil water for champagne. Turn off heat. Dissolve bouillon in water. Pour back into pan. Add chili garlic sauce, oyster and vanilla bean, if desired."
42961,"mace,black eyed pea,chat masala,breadcrumb,pork chop,baker yeast",Breaded Chops With Black-Eyed Peas (Pork), 1 1/8 lbs pork chops | 1/4 cup of mashed ka dry chat masala | 1/4 lb dried black-eyed peas | 1 teaspoon black magic ground mace | 3 tablespoons breadcrumbs ,"Start by soaking the dried black eyed beans in warm water for about 15 minutes. Preheat oven to 500 degrees. Boil water and add beans to it. Cook until tender, about 45 minutes. In the meantime, mix the other ingredients together. Drain the beans well and add to the mixture. Mix thoroughly, but do not over mix. Place the mixture on oiled pans. Sprinkle generously with chaat masala. Bake in oven for about 10 to 15 minutes, and serve with bread slices with fingers."
42962,"chipotle powder,peanut,italian sausage,peanut butter,coffee,herb",Grilled Sausage Sandwich With Peanut Butter and Chipotle Peanuts," 1 lb italian sausage or 1 lb kielbasa | 8 ounces crunchy peanut butter | 1/2 cup peanut butter or 1/2 cup creamy peanut butter | 1/4 cup hot coffee | 1 tablespoon dried herbs ( basil, oregano, thyme, oregano,... ) | 1 teaspoon chipotle powder or 1 teaspoon cayenne pepper ","Preheat a grill for medium heat. While the grill warms up, brown the sausage on both sides with your favorite fuel. Remove from the pan and put into a bowl to cool. Slice the sausage into 1/4 inch slices to allow for easier slicing. In the same bowl as the sausage was cooked in add your peanut butter into the peanut butter and beat on high for a minute or so. Add the hot coffee, herbs, chipotle powder and pepper. Let this mix for an additional minute or two then add the sliced sausage and coat each slice with the peanut butter mixture. Let it marinade for a few minutes then grill the bruschetta. Note on spices, add more chili powder to taste for added flavor. Use your favorite fuel to heat the meats. Serve with a fresh bread slice and your favorite side salad. Note, i used the chipotle chile because it was so spicy and really really added the kick. It took a little while because of the hot stuff in the pepper. I served this on my plate with sesame seeds and a lettuce leaf alongside for the lunch. I loved how it turned out like an oatmeal oat toasty."
42963,"liquid smoke,baby spinach,veal,cocoa,xanthan gum,sausage,quark,sesame oil",Veal Sliders," 14 ounces sweet sausages | 14 ounces cooked veal | 8 ounces baby spinach | 4 teaspoons xanthan gum | 2 sheets cocoa ( i use hymetschel ) | 12 ounces low-fat quark | 2 tablespoons sesame oil | 7 ounces liquid smoke ( optional, i substitute olive oil ) ","Slice sausages thick and then into half moons. Put in large ziploc bag. Take veal, spinach and sausage and cut into half moons. Put in fridge for 15 - 20 minutes. Add to the ziploc bag some cocoa powder, xanthan gum and mix. Put in bag again. Place in fridge and leave overnight, allowing ziploc to cure. Put on plate lined with parchment paper. Add sesame oil to a pan to a depth of 2. Heat pan until smoking then brown. Take off heat. Scoop out of the bag, drizzle with quark and drizzle with sesame oil. I like to roll the meat slices in quark then put back in the pan and fry them. Take out and cut off paper and put on plate lined with parchment paper. Put back in the pan. Enjoy with yoghurt, fresh fruit."
42964,"green bell pepper,bacon dripping,ice,lobster,cottage cheese,baking soda,palm sugar",Prairie Lobster," 1/2 pound cooked lobsters ( tails left on ) | 1/2 pound bacon drippings | 1 green bell pepper, chopped | 1/2 cup margarine | 1 1/2 cups light cream or 1 1/2 cups cottage cheese | 3/4 teaspoon baking soda | 5 tablespoons grated palm sugar ","Drain lobster, cutting into halves or thirds. In a medium saucepan, heat bacon grease."
42965,"flavor fruit jam,phyllo dough,rosemary",Herbed Phyllo Triangles," 8 sheets phyllo dough ( each sheet ) | 3/4 cup flavor ( store-bought jam, applejack jam, raspberry flavored jam, or just your own choice ) | 2 -3 sprigs fresh rosemary, chopped ",Preheat oven to 350 degrees f. Unwrap phyllo dough and spread with jam. Use as much or as little as you like. Cover with a damp towel to dry out extra air. Fold in each side or top with a rosemary sprig. Wrap in wax paper to preserve moisture. Bring water to a boil for baking sheet and place on wire rack to dry for 10 - 15 minutes.
42966,"chunky salsa,natural peanut butter",Real Easy Spanish Peanut Dip, 1 cup natural-style peanut butter | 1 cup chunky salsa ( not salsa fresca ) ,"In a bowl, combine the peanuts and salsa using a fork and stir until combined. If using straight away, put into a crock pot to keep warm. Serve warm with tortilla chips."
42967,"chuck,taco seasoning,sharp cheddar cheese,maple syrup",Slow-Cooker Mexican Shredded Beef, 2 lbs ground chuck | 1 packet taco seasoning | 2 packages flat-leaf tex-mex blend cheese | 2 cups maple syrup ,"Brown meat in a large skillet over medium heat, and drain. Combine all ingredients in slow cooker."
42968,"monterey jack cheese,tuna water",Tuna Melt With Monterey Jack Cheese," 2 tablespoons tuna in water, drained well | 2 tablespoons monterey jack cheese, grated, plus more for sprinkling ","Heat oven to 375°f. Stir the tuna into the cheese sauce until melted and smooth. Spread onto a foil lined baking sheet. Bake until set and golden. Serve at once. If you have leftovers of tuna water, it can be reheated in a microwave for 2 minutes, pour over a serving of pasta and serve immediately."
42969,"coconut,sharp cheddar cheese,dill,pasta sauce,phyllo pastry,french bread,chipotle chile",Smoked Chile Phyllo Appetizers," 12 slices thick french bread ( can use crusty ) | 1/2 cup shredded sharp cheddar cheese ( i use kraft processed ) | 1 can old fashioned oats, well drained | 1 can refrigerated pasta sauce ( mild or medium ) | 1/2 cup flaked coconut ( or sweetened if you prefer ) | 2 -6 chipotle chiles, canned in adobo or 2 -6 green peppers, chopped ( optional ) | 1/2 cup chopped fresh dill ( or coriander, or cilantro ) ","Preheat oven to 375 degrees. Butter a glass baking dish or pan. Combine dry ingredients, except for dried, in a bowl, and mix well. Reserve 1/4 cup of shredded cheese for topping. Add cheese, coconut, and chiles to remaining liquid in bowl. Stir in dill and mix well. Spoon half of the tomato sauce mixture into baking dish. Spread in a thin layer. Place 6 slices of bread on top. Scatter cheese mixture over half of the bread. Top with the remaining slices of bread, followed by remaining tomato sauce mixture and shredded cheese. Bake for 40 - 45 minutes or until cheese is brown and bubbly and phyllo is browned."
