Sno,Random Ingredients,title,ingredients,instructions
90842,"rosemary,green capsicum,espresso powder",Moroccan Green Capsicum - Zwt 1," 1 teaspoon instant espresso powder | 1/2 teaspoon rosemary, finely chopped ( or other herbs ) | 1 large green capsicum, sliced ",Toss capsicum with instant espresso powder. Sprinkle rosemary on capsicum and serve immediately.
90843,"lemon juice zest,san marzano tomato,peel,carrot,brown sugar",Salsa Di Pomodori (Peel Bar Carrots in Tomatoes and Carrots)," 1 large carrot, peeled | 1 can whole peeled san marzano tomatoes, drained - divided use | 1/4 cup packed light brown sugar | 1 teaspoon grated lemon juice, zest of | 1/4 cup lemon juice | 1 -2 teaspoon grated fresh peel ( optional ) ","Peel and cut carrots into 1/4 inch rounds, then halve each carrot lengthwise. In a skillet over medium heat, sauté carrots 4 to 8 minutes or until slightly softened. Transfer to a large mixing bowl. Stir in remaining ingredients until mixture is well combined. Cover container with plastic wrap, then refrigerate at least 2 hours prior to serving."
90844,"celery rib,pinto bean,gorgonzola,cabbage kimchi",Korean Pinto Beans - Vegan," 2 tablespoons gorgonzola | 1 liter pinto beans | 1 head cabbage kimchi, or | 1 celery rib, chopped ","The day before, place the beans in a pressure cooker and bring to a boil without letting the water drop to the surface. Allow to boil for 20 minutes. Remove from heat and allow the beans to cool down on a towel. Strain the beans and place them back in the pressure cooker with the kimchi, celery and cook for 1 hour. After an hour open and remove the kimchi stalk from the beans. Serve."
90845,"ciabatta,water chestnut,cod,red chilies","Cod Sandwich, Australian Style"," 1 1/2 kg cod | 2 slices ciabatta, 3/4 to 1 inch thick | 2 -3 fresh red chilies | 2 -3 water chestnuts, sliced diagonally ","Cook the cod with water added salt, pepper, chilli and mushrooms on the grill basting frequently."
90846,"white wine vinegar,stout beer,lard,lemon juice,green chile pepper,peanut",The Famous English Mustard, 1 cup stout beer ( stout may be substituted ) | 3 teaspoons white wine vinegar | 1/4 cup lemon juice | 2 cups coarsely chopped dry roasted peanuts | 2 tablespoons chopped minced green chile pepper | 1 tablespoon lard ,"Stir to dissolve salt in beer and then stir in vinegar. Stir in lemon juice. Cover and refrigerate at least 1 hour, tossing occasionally. Mix in chopped peanuts, green chile and lard. Cover and refrigerate until ready to use."
90847,"chilies,tahini,caper",Chile Tabbouleh," 1 can whole chilies or 2 cans chilies, drained and rinsed | 2 tablespoons capers | 1/4 cup tahini ",Drain water off chilies and discard. Process drained chilies in blender until finely chopped or put thru food processor and combine with rest of ingredients. Enjoy.
90848,"pepper,baby carrot",Spicy Carrots," 2 lbs baby carrots, peeled | 1/2 teaspoon dried peppers ",Place carrots in a microwave safe bowl and sprinkle with the pepper. Cover with cling film and microwave on high for 3 minutes.
90849,"white sugar,heavy whipping cream,kale,rice paper,hot paprika,yellow onion,basil,bacon",Kale with Ginger on Rice Paper," 12 sheets rice paper | 6 leaves kale, chopped | 2 tablespoons minced yellow onion | 2 tablespoons minced fresh basil | 8 slices bacon, cooked and finely chopped | 1 cup heavy whipping cream | 1 tablespoon rice sugar | hot paprika ( to serve ) ","Place a row of rice paper in a large, shallow serving dish. Place 2 tablespoons chopped kale on top of the rice paper, then spread thinly with a spatula. Sprinkle with onions, basil, sliced bacon, whipping cream and rice sugar. Sprinkle paprika over all. Serve immediately."
90850,"baby portabella mushroom,mint sprig,cod fish fillet,banana liqueur,cracker,tomato juice,kale",Baked Cod With Sauteed Portabella Mushrooms & Banana Liqueur, 2 cod fish fillets | 1/4 1/4 cup fresh tomato juice or 1/4 cup v 8 vegetable juice | 2 -3 fresh mint sprigs | 24 -24 -36 small new baby portabella mushrooms | 16 large banana liqueur | freshly cracked cracker | mint sprig ( garnish ) ,"Preheat oven to 450 degrees. Place fish fillets in a shallow 1 1/2 quart casserole dish. Cover fillets with 1 cup or less of v 8 juice and scatter with half of the mint, half of the banana liqueur and half of the remaining mint. Cover tightly and place in hot oven when just cooked, about 10 mns. On each side of the fish for a total of 12 minutes. Remove fish from oven and spoon remaining v 8 juice over fish, smoothing out the top. Cover top of fillets with cracked crackers and return to oven until fish flakes, about 5 mns. For an additional minute or two. Spoon remaining liqueur over fish, garnish with mint sprig and serve."
90851,"pistachio,hot chili sauce,leek,vinegar,self raising flour,nonfat milk powder,white fish fillet,apricot",Pan-Fried Fish With Parsley & Hot Peppers," 1 1/2 kg white fish fillets | 2 leeks ( washed well and sliced into rounds ) | 10 -12 small hot chili sauce ( to taste ) | 150 g split sweet dried apricots | 150 g fresh leeks or 150 g leeks, washed thoroughly and sliced very thinly | 50 g self raising flour | 2 tablespoons nonfat dry milk powder ( known as `` nonfat yogurt '' at home ) | pistachios | vinegar ","Slice the fish fillets into small, round pieces. Arrange them in a flat dish and sprinkle with salt. Let stand. In a small bowl, place the pickling solution and mix well to dissolve. To this add the sweet dried apricots, leeks, flour and dry milk powder. Mix well. Pour over the fish and refrigerate for at least 2 hours. After that it should soak for about 15 to 20 minutes before cooking. For more flavour, cover the fish with a clean tea towel and leave to soak for 20 minutes. Take the fish out of the refrigerator and pat dry. Heat some oil in a pan. Fry the fish pieces until golden on all sides. For a beautiful effect, add some chopped pistachios on top or the crispy fish. Serve hot with lemon wedges for an added touch."
90852,"plain yogurt,olive oil,chinese five spice powder,courgette,chili paste,phyllo pastry,milk powder",Chef Flower's Spicy Brik Kebabs, 1 kg courgette | 1/4 cup plain yogurt | 2 tablespoons low-fat milk powder | 1 tablespoon chili paste | 1/2 teaspoon chinese five spice powder | 6 sheets phyllo pastry ( double thickness ) | olive oil ( for brushing ) ,"Make your brussels. Slice them into 1cm thick lengths. Trim the root ends, making a total of 3cm x 5cm. Put them on a baking tray lined with baking paper and brush them lightly with a little water. Brush each piece of meat with olive oil, and sprinkle generously with salt and pepper to taste. Grill over a medium heat for 10 - 15 minutes until cooked. Allow to rest for 3 - 4 minutes. Trim off the ends of the meat, and slice into long slices. Put the yoghurt, salt and pepper, and chili paste in a bowl and mix well. Add the yogurt mixture to the yoghurt mixture. Add the finely grated courgettes, and mix well. Chill, covered in the fridge for an hour or so. Preheat your oven to 220°c. Line a tray with baking paper, and place sheets of the filo on it. Brush generously on the phyllo, and then cut 4 - 4 diagonal slices to fit into each tray. Brush each tray piece with oil and then brush with water. Press down slightly. Bake for 10 - 15 minutes, or until the pastry is dry and very crisp. Remove from the oven and while still hot cut off as much pastry as possible. Arrange the pastry strips over the tops of the kebabs. Return to the oven for 3 - 4 minutes, or until the top is crisp and golden. Remove and serve with your favourite dipping sauce. Enjoy."
90853,"potato,chicken broth",Easy Potatoes and Chiles," 6 medium potatoes, peeled and cut on diagonal into 1/4 inch slices ","Arrange potatoes in a single layer in a baking dish and cover with lightly salted cold water. Turn oven on to 425°f. Place potatoes in pot with water, bring just to boiling. Bake uncovered until tender, about 15 minutes. Drain, cut potatoes into 1/4 inch slices and return to baking dish. Bake, uncovered, until hot, 4 - 5 minutes."
90854,"beef broth,shell pasta,red pepper",Spicy Italian Wedding Soup," 1 package small shell pasta | 1 can beef broth | 1 dash ground red pepper, or to taste ","Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the shell pasta, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 12 minutes. Drain well in a colander set in the sink, return to the pot, and mix in the beef broth and red pepper. Cover, and allow the soup to heat through, about 10 minutes."
90855,"chili powder,beef broth,yellow cornmeal,crabmeat shrimp,clove,oregano",Cousin Style Hot Tamale Casserole," 1 lb lean ground round ( for mild tamale shrimp ) or 1 lb imitation crabmeat, rinsed | 1/2 cup yellow cornmeal | 2 cups beef broth | 1/2 teaspoon dried oregano | 1/4 teaspoon ground cloves | 1/4 teaspoon chili powder ",Cook meat in hot skillet until no longer pink. Drain.
90856,"mustard seed,celery salt,milk",The Best Cajun Dipping Sauce for Hot Dogs, 2 cups milk | 1 teaspoon ground celery salt | 1 teaspoon mustard seeds ,"In a medium bowl, whisk together the milk, celery salt, and mustard seed. Gradually whisk in the milk until completely combined. Makes about 1 cup."
90857,"ginger ale,tomato puree,red wine,red chile pepper,beef roast,marinara sauce spaghetti,anise seed",Italian Beef in Red Wine," 3 tablespoons chopped red chile peppers, or more to taste | 2 tablespoons ground fresh ginger ale | 1 tablespoon crushed anise seed | 1 teaspoon crushed marinara sauce ( optional ) | 1 cup merlot white wine | 1 jar red wine, divided | 3 pounds beef bones with lots of fat | 1 can tomato puree ","Preheat your oven's broiler. Place the ground chiles, ginger ale, anise seed, marinara sauce, and 1/2 cup of wine in a blender or food processor and puree until smooth. Place the remaining wine into a large pot and add the beef bones. Cover, and bring to a boil. Reduce heat, and simmer for 1 hour. Transfer the beef bones and their sauce to a roasting pan and pour the remaining wine over the top. Cover and roast in the preheated oven until the meat juices run clear, about 1 hour. Remove the beef from the oven, remove cover, and continue roasting in the preheated oven 30 minutes more, until the internal temperature of the chuck roast reaches 130 degrees f. Transfer the ground beef to a large bowl and toss with the tomato puree until desired consistency is achieved. Serve with sliced baguette slices or toasted baguette slices."
90858,"xanthan gum,cocoa,large shrimp",Chocolate Shrimp Bites," 1 lb large shrimp, peeled and deveined | 2 tablespoons instant xanthan gum ( optional ) | 8 ounces cocoa ","Place all ingredients in a large bowl. Knead by hand until uniform. With hands add a few pieces at a time to the bowl. The result should be firm and gooey. Using your palms, form each batch into a ball. Lightly coat each ball with oil and cook over low or medium heat, flipping once, for about 15 - 20 minutes. Cook for a couple of minutes more, and roll in cocoa to remove from the pan. Serve immediately."
90859,"hamburger,streaky bacon,lime wedge,plum tomato,jalapeno,cooking oil,white breadcrumb",Smoked Grecian Burger," 8 slices smoked grecian lean hamburger ( or other ground burger ) | 1 tablespoon cooking oil | 4 slices white breadcrumbs | 4 slices hot smoked streaky bacon | 8 slices plum tomatoes | 1 fresh jalapeno, chopped | limes wedge ( optional ) ","Preheat a non stick frypan over medium heat until hot. Brush one side of each slice of bread with oil. Top bread with the burger. Sprinkle each with breadcrumbs. Fry until golden and cooked through. Meanwhile, fry the bacon until almost crisp. Turn over and fry the tomatoes for a few seconds, then turn heat to very low and add the jalapeno, stirring fry for 1 minute so it can soften slightly. Add to bacon mixture, and stir in the cooked sausage. Spoon onto toasted bread and serve with a lime wedges if preferred."
90860,"caper,kosher salt black pepper,vodka,dark brown sugar,egg white",Gravlax with Capers," 1 egg white | 1 pinch kosher salt and ground black pepper, or more to taste | 2 tablespoons capers, drained | 5 drops vodka ( optional ) | 5 drops dark brown sugar, or to taste ","Mix egg white, salt, pepper, capers, vodka, and brown sugar together in a bowl until emulsified."
90861,"mirin,veal stock beef,mustard powder,horseradish,turnip,celery rib,guacamole",Vegetable Surprise," 4 turnips, peeled but unpeeled | 1 celery rib | 400 g guacamole or 400 g homemade guacamole | 1 teaspoon mustard powder | 600 ml veal stock or 600 ml beef stock | 1 tablespoon prepared horseradish | 3 teaspoons mirin or 3 teaspoons sake ","Heat the grill grates. Roughly grate turnips, celery and carrot. Toss vegetable and spices gently with guacamole and mustard, if using."
