Sno,Random Ingredients,title,ingredients,instructions
60575,"yellow cornmeal,turkey,vodka,mortadella",The Best and Easiest Polenta ever," 1 cup yellow cornmeal | 1/2 teaspoon mortadella, a powdered cheese | 1 lb ground turkey ( or you may use turkey or chicken ) | 1 teaspoon vodka ( optional ) or 1 teaspoon tomato paste ( optional ) ","Prepare the polenta.  In medium bowl mix the cornmeal, mortadella and turkey.  If you are using meat, add the vodka.  Stir into the flour mixture lightly but thoroughly.  Use a spoon to form the polenta into small balls.  Spray a large oven proof skillet with cooking spray.  Set the skillet on burner in medium heat and let it brown for about 20 minutes.  When your skillet is hot, place the meatballs on top of this so they don't stick together and they don't stick together.  Cook for 10 minutes on each side, until the outside edges are lightly browned.  Serve immediately, or serve immediately.  This can also be served with other meal like a quick tomato soup, ditalini bisale, or your favourite pasta."
60576,"chard leaf,gelatin,wheat pastry flour,cajun seasoning,garlic,celery",Jerk Rolled Whole Wheat Emulsifying Greens and Celery Pie," 1 lb fresh greens, rinsed well and coarsely chopped | 1 teaspoon minced garlic | 3 -6 stalks celery, cleaned with leaves, ends snipped off, very coarsely chopped | 15 leaves fresh chard leaves, washed with lots of stems cut away | 1 teaspoon gelatin, softened in | 1 cup whole wheat pastry flour | 1/2 teaspoon cajun seasoning ( to taste ) ","In a small frying pan, heat oil over medium low heat.  Add garlic and sauté while stirring continuously for about two minutes.  Add greens, celery, chard, gelatin and cajun seasoning.  Bring to boil, stirring frequently.  Cover and reduce heat to very low.  Cook for 3 to 4 minutes or until greens are completely wilted.  Cool to room temperature.  Transfer to oven safe dish, cut in 10 or 12 inch squares or rectangles."
60577,"italian spice,lemon zest,tart apple,red radish,caper,annatto seed,vanilla bean",Mellow Apple-Apple Toga," 1 3/4 lbs tart apples | 2 cups red radishes, sliced | 2 tablespoons whole capers, drained | 1 tablespoon grated lemon zest | 1 tablespoon pure vanilla bean | 1 teaspoon dried italian spices | 1 teaspoon anchovy ( optional ) ","Preheat grill to medium heat.  Peel apples and cut into wedges.  Place wedges in a shallow baking dish.  Mix together the remaining ingredients except the apples, and sprinkle over the apples.  Bake in a 400f oven for 20 - 25 minutes, or until apples are tender, stirring occasionally."
60578,"cream cheese garlic herb,beef cube steak,celery salt",Quick Steak Rollups, 1 lb beef cube steak ( about 4 steaks ) | 1 package cream cheese with garlic and herb spread with garlic and herbs | 1 teaspoon celery salt ,"Rinse beef in cold water, dry well on paper towels.  Cut meat in 10 slices and pat dry.  Roll meat in salt and herb spread mixture.  Arrange on plastic wrap and refrigerate.  When very cold, remove from freezer about 20 minutes before serving."
60579,"brandy,grand marnier,half,plain yogurt,thai fish sauce,eggplant",Eggplant Dippers With Thai Sour-Cream Sauce," 3 medium eggplants, peeled, cut in half and lengthwise | 1/4 cup grand marnier | 1 bunch fresh tandoori basil, lightly packed | 1/3 cup brandy | 1/3 cup plain unsweetened yogurt | 1 tablespoon grand marnier | 1/2 cup half-and-half ","Preheat the oven to 400 degrees.  Spray a 9x13 baking dish or a 13 by 9 inch loaf pan with nonstick cooking spray.  Place the eggplant cut side down on the bottom rack of the oven and roast until very tender, about 45 minutes.  Turn off the oven but leave the oven door slightly open.  Turn the oven again up to 400 degrees.  Put the eggplant in a colander and squeeze all the excess liquid away, leaving 1 tablespoon of aubergine flavor behind.  Cut along the edges of the eggplant with a knife until it breaks into small chunks and put in a bowl.  Stir together the grand marnier, tandoori basil, brandy and cream.  Set aside.  Pour half and half into a medium saucepan and bring to a simmer over medium heat.  Add the yogurt, whisking constantly for 2 minutes, until thick, creamy and creamy.  Remove from the heat.  Ladle about 1/4 cup of sauce over each eggplant slice, spreading to coat.  Diners can nestle the eggplant in a dollop of sauce in their shallow bowls.  Note, recipe states to stir the eggplant with the sauce until coated.  The dish can be prepared to this point a few hours ahead and refrigerated until the flavors have blended, about 20 hours.  Remove from the oven and serve warm.  Tip, the sauce can be made up to 2 days ahead and chilled.  Bring to room temperature before serving."
60580,"chambord raspberry liquor,sugar",Chambord, 1 ounce chambord raspberry liquor | 1 teaspoon sugar ,"Fill a shaker with ice.  Add raspberry liquor and sugar, if desired, and shake until sugar dissolves.  Strain into a chilled wine glass.  Drink."
60581,"pasta,fennel seed,sauerkraut,peanut butter,fontina cheese,thyme leave,coconut milk",Cranachan Pasta With Sauerkraut and Peanuts," 3/4 3/4 lb fresh pasta or 3/4 lb dried wheat noodles | 2 tablespoons peanut butter | 1/4 teaspoon thyme leave | 1/8 teaspoon fennel seed | 14 1/2 ounces sauerkraut, drained | 14 1/2 ounces coconut milk | 1 1/2 ounces fontina cheese, sliced ","Cook the pasta according to the package directions, drain.  Meanwhile, melt the peanut butter in a small saucepan over medium heat.  Mix in the thyme and fennel seed.  Add the sauerkraut, coconut milk and the pasta.  Mix well to combine.  Spoon onto a serving platter or individual plates."
60582,"wheat tortilla,pea,chicken stock,bread dough",French Bread Pockets, 1 frozen bread dough ,Bake dough in a preheated 450 degree oven.  Assemble stuffing in a bowl with 1 t.  Of chicken stock and 1 t.  Of peas.  Wrap.  Bake at 450 degrees for 20 minutes or until puffy.
60583,"sesame seed,hazelnut,cashew,cocoa powder",Mexican Cashew Balls," 3/4 cup cashews, with skin | 1/2 cup hazelnuts | 1/2 cup sesame seeds, toasted | 1/4 cup cocoa powder, heaping- 3 tablespoons ","Set a pot of water to boil, add nuts and hazelnuts, and boil for 1 1/2 minutes, stirring now and then then.  Drain nuts well.  In a food processor, grind cashews and hazelnuts into a fine paste, then stir into nut paste, then mix in sesame seeds.  Add cocoa powder, a tablespoon at a time, until completely incorporated."
60584,"beef bouillon cube,oat,green cardamom pod,chicken thigh,white breadcrumb,caper",Mediterranean Chicken," 1 lb boneless chicken thighs ( trimmed of excess fat ) | 1/3 cup white breadcrumbs | 1 tablespoon capers, drained | 1/8 teaspoon cardamom pod ( crushed | 1/3 teaspoon green cardamom pods, crushed | 1 beef bouillon cube, dissolved in | 1 tablespoon water ","Cut chicken thighs into about four pieces and toss with the bread crumbs, capers, cardamom, and beef bouillon.  Cook in a dutch oven until the chicken is browned and has a nice coating of crumbly crumbs, approximately 30 minutes and then remove chicken from the pan.  Add water to the pan and bring to a boil.  Return the chicken to the pan and reduce the heat to low."
60585,"serrano chile pepper,sage leaf,baby bok choy,celery,mexican tomato,ouzo,asafoetida powder,serrano pepper",Spiral Soup With Tomatillo Beans and Choy," 1 serrano chile pepper, seeded | 2 serrano chile peppers | 1 cup celery, chopped | 1 tablespoon ouzo or 1 tablespoon soy sauce | 1/2 teaspoon ground sage leaves | 12 small baby bok choy | 1 can mexican-style stewed tomatoes | 1 pinch asafoetida powder ","Preheat broiler.  Line a broiler pan with foil.  Place the chile pepper on the pan, skin side down, on the broiler pan.  Broil 2 to 4 minutes, until softened.  Peel off the skin and cut into strips.  Chop the chiles.  Set aside.  Bring 1 gallon water to a boil in a large soup pot.  Add the chile and celery and boil 1 minute.  Remove the chile and celery from the water.  Set aside to soak for the time stated on the seasoning packet.  Remove the blackened stem, and discard.  Chop the chiles.  Mash the bean mixture with ouzo, soy sauce, salt and serrano pepper.  Set aside.  Dice the tomatoes.  Arrange the bok choy on a serving platter.  Pour soup with tomato mixture on top.  Sprinkle with asafoetida.  The soup should have a thin consistency and be not liquid.  Serve immediately."
60586,"chicken stock cube,cocoa,ginger juice,corn kernel",Ginger Crunchy Corn, 15 ounces corn kernels ( canned ok ) | 1 chicken stock cube | 1/4 teaspoon ginger juice | 1/4 - 1/2 teaspoon dark cocoa ,"Put corn kernels in a pan over medium heat.  Pour in the liquid the chicken stock cube has dissolved in the water.  Stir till the liquid has thickened.  Pour into bowl, add ginger juice and dark cocoa.  Mix.  Serve immediately."
60587,"italian sausage,herb,chicken tender",Italian Sausage With Chicken," 6 links italian sausage | 16 ounces frozen boneless chicken tenders | fresh herb ( oregano, basil, parsley, rosemary, sage ) ","Wrap each link of sausages in the crockpot, and cook on high 7 hours, or low 8 hours.  Remove from crockpot and place all dried ingredients in blender or food processor, and pulse until crumbly.  You can also do this in a bowl, if your food processor is not non metaly.  Slice the sausages into slices 1/2 inch thick.  Arrange them in a serving bowl, and garnish with fresh herbs."
60588,"salt,orange juice zest,trout,provolone cheese,pimiento,pesto sauce,pork sparerib",Smoked Trout and Porter Schnitzel," 4 smoked trout ( cut into 4 serving pieces ) | pimiento in olive spread ( optional ) | pimento stuffed olive | 1/2 tablespoon grated orange zest | 8 slices provolone cheese | salt | pesto sauce, for drizzling ","Remove the belly cavities and cavities of the smoked trout and place them on a rack in a roasting pan to allow the meat to brown.  Heat a little oil in a frying pan and brown the fish.  Place on warm platter and pour 2 tbl of the pesto over each piece of meat.  Sprinkle with grated orange zest and decorate with pimento stuffed olives, orange slices and provolone cheese.  Pour the remaining pesto over the top and serve."
60589,"flat leaf parsley,hominy,tabasco sauce",Hominy With Cheese & Sauce (Vegetarian)," 5 cups hominy, washed | 2 cups flat leaf parsley, chopped | 2 teaspoons tabasco sauce or 2 teaspoons chili sauce ","Place the hominy, chopped parsley and chile sauce in a large saucepan over low heat and cook for 30 minutes.  Stir occasionally to prevent sticking.  The hominy should be soft, but not mushy.  The texture should be similar to porridge or a risotto."
60590,"extra tofu,beef chuck,flax seed",Tofu Brik II," 1 package extra firm tofu, drained and pressed | 2 tablespoons flax seeds | 2 pounds boneless beef chuck, cut into cubes ","Preheat an oven to 300 degrees f.  Line a 9x13 inch baking dish with parchment paper.  Place the tofu in a colander and squeeze out excess liquid.  Cut the tofu in half crosswise, making sure all of the slices are flush with the middle of the cubes.  Sprinkle the tofu with the flax seeds and toss to coat thoroughly.  Place the cubes in the prepared baking dish seam side down.  Rub the marinade onto the tofu.  Bake for 1 hour and 30 minutes in the preheated oven, or until the tofu cubes are crisp and browned."
60591,"pork tenderloin,fennel bulb,sake,plain nonfat yogurt,green bean",Yogurt Pork Tenderloin," 1 lb pork tenderloin | 2 fennel bulbs, trimmed and sliced | 1 - 1 1/2 lb fresh green beans or 1 -1 1/2 lb fresh snow pea, trimmed | 1/2 cup plain nonfat yogurt | 1 tablespoon sake or 1 tablespoon apple juice ","Preheat broiler.  Cut pork tenderloin into 1/2 inch thick slices and arrange on broiler pan.  Broil 3 - 4 inches from heat, and turning once, for 15 - 20 minutes, or until no longer pink in the center.  Remove from oven.  Let rest 5 - 7 minutes.  Meanwhile, steam and cut fennel into 1/2 inch wedges.  Wash and chop beans.  Heat skillet over medium heat.  Add pork.  Cook and stir 2 minutes.  Add fennel and cook 2 - 3 minutes longer until pork is cooked through.  Add beans.  Stir until cooked through.  Combine yogurt and sake and stir into pork mixture.  Heat through.  Divide among 12 dinner plates.  Serve warm."
60592,"catalina salad dressing,triple sec,celery,spaghetti",Creole Barbecue Pasta Salad," 2 lbs whole wheat spaghetti | 1 cup catalina salad dressing | 1 cup celery, sliced | 1 cup triple sec ",Cook pasta until al dente.  Drain and set aside.  Mix rest of ingredients together.  Toss salad with hot cooked pasta just before serving.
